1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
date,month,week,day,weekday,anniversary,before_anniversary,after_anniversary,isHoliday,before_isHoliday,after_isHoliday,holiday_order,rain,fog,temp_highest,LYSM_similarDates_avg_orders,prediction_orders,ES_orders_25,ES_orders_75,similarDates_movingAvg_orders,currentFamilySavingCSI,underlyingInflationRate,importChangeRate,football_national_cnt,naverTrend_Shop_lastweek,class_orders
2008-01-01,Jan,week1,day1,Tue,脚沥,楷富,乞老,TRUE,TRUE,FALSE,4,FALSE,FALSE,-3,285.75,274.508635,244.166435,218.648985,269.333333,?,2.8,31.8,0,13,308.9999776
2008-01-02,Jan,week1,day2,Wed,乞老,脚沥,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,1,107,129.948128,292.791609,241.236739,94.5,?,2.8,31.8,0,13,94.99995922
2008-01-03,Jan,week1,day3,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,7,104,114.276484,144.447902,204.677554,93.5,?,2.8,31.8,0,13,109.9999447
2008-01-04,Jan,week1,day4,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,4,124,145.323433,118.611976,181.008166,104,?,2.8,31.8,0,13,120.0000377
2008-01-05,Jan,week1,day5,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,6,287.9,268.002838,119.652994,165.756124,214.5,?,2.8,31.8,0,13,186.999983
2008-01-06,Jan,week2,day6,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,TRUE,7,280.454546,184.354799,170.163249,171.067093,211,?,2.8,31.8,0,13,209.9999504
2008-01-07,Jan,week2,day7,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,6,107,165.117138,200.040812,180.80032,88.666667,?,2.8,31.8,0,11,120.0000377
2008-01-08,Jan,week2,day8,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,6,102,115.199861,140.010203,165.60024,106.333333,?,2.8,31.8,0,11,114.9999912
2008-01-09,Jan,week2,day9,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,4,106.25,128.826285,121.252551,152.95018,102.666667,?,2.8,31.8,0,11,105.0000522
2008-01-10,Jan,week2,day10,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,4,101.5,93.810867,109.063138,140.962635,120.333333,?,2.8,31.8,0,11,88.99993422
2008-01-11,Jan,week2,day11,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,2,122.75,93.745256,94.015784,127.971976,113,?,2.8,31.8,0,11,121.0000162
2008-01-12,Jan,week2,day12,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,4,281.1,217.796137,114.253946,126.228982,211,?,2.8,31.8,0,11,236.9999858
2008-01-13,Jan,week3,day13,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,-1,274.818182,204.767998,206.313487,153.921737,195,?,2.8,31.8,0,11,243.9999893
2008-01-14,Jan,week3,day14,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,2,92,108.468761,234.578372,176.441303,107.666667,?,2.8,31.8,0,9,92.00002376
2008-01-15,Jan,week3,day15,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,94,117.507993,127.644593,155.330977,109.333333,?,2.8,31.8,0,9,100.9999842
2008-01-16,Jan,week3,day16,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,-3,98.75,112.166298,107.661148,141.748233,101,?,2.8,31.8,0,9,113.0000342
2008-01-17,Jan,week3,day17,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,-4,105.5,128.475131,111.665287,134.561175,99,?,2.8,31.8,0,9,128.9999981
2008-01-18,Jan,week3,day18,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,-1,115,95.022252,124.666322,133.170881,109.333333,?,2.8,31.8,0,9,108.9999662
2008-01-19,Jan,week3,day19,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,2,266,227.671601,112.91658,127.128161,195,?,2.8,31.8,0,9,248.0000573
2008-01-20,Jan,week4,day20,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,5,261.454546,222.815867,214.229145,157.346121,218.333333,?,2.8,31.8,0,9,277.0000498
2008-01-21,Jan,week4,day21,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,4,82.5,168.445022,261.307286,187.25959,91,?,2.8,31.8,0,9,104.0000738
2008-01-22,Jan,week4,day22,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,2,94.75,93.262514,143.326822,166.444693,106.666667,?,2.8,31.8,0,9,104.0000738
2008-01-23,Jan,week4,day23,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,1,96.75,102.934861,113.831705,150.83352,96.666667,?,2.8,31.8,0,9,115.9999697
2008-01-24,Jan,week4,day24,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,-4,96,84.425944,115.457926,142.12514,105.666667,?,2.8,31.8,0,9,120.0000377
2008-01-25,Jan,week4,day25,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,-2,110.25,115.565427,118.864482,136.593855,114,?,2.8,31.8,0,9,114.9999912
2008-01-26,Jan,week4,day26,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,2,245.111111,276.007689,115.96612,131.195391,218.333333,?,2.8,31.8,0,9,199.000033
2008-01-27,Jan,week5,day27,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,4,241.3,191.628512,178.24153,148.146543,214,?,2.8,31.8,0,9,241.0000539
2008-01-28,Jan,week5,day28,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,2,86.333333,105.539262,225.310383,171.359908,86.666667,?,2.8,31.8,0,9,70.00003483
2008-01-29,Jan,week5,day29,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,4,91.5,98.848819,108.827596,146.019931,119.666667,?,2.8,31.8,0,9,114.0000127
2008-01-30,Jan,week5,day30,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,0,92.5,90.772411,112.706899,138.014948,101.333333,?,2.8,31.8,0,9,99.00002724
2008-01-31,Jan,week5,day31,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,-1,101.5,130.423416,102.426725,128.261211,104,?,2.8,31.8,0,9,102.9999412
2008-02-01,Feb,week5,day1,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,2,103,123.511896,102.856681,121.945908,112.333333,?,2.8,28.4,0,9,128.0000197
2008-02-02,Feb,week5,day2,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,3,230.25,235.731864,121.71417,123.459431,214,?,2.8,28.4,0,9,198.0000545
2008-02-03,Feb,week6,day3,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,3,229.333333,197.966567,178.928543,142.094573,232.333333,?,2.8,28.4,0,9,177.000044
2008-02-04,Feb,week6,day4,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,1,90.25,105.633725,177.482136,150.82093,93.666667,?,2.8,28.4,0,8,101.9999627
2008-02-05,Feb,week6,day5,Tue,乞老,乞老,备沥,FALSE,FALSE,TRUE,0,FALSE,FALSE,1,92.75,126.548347,120.870534,138.615698,108,?,2.8,28.4,0,8,129.9999766
2008-02-06,Feb,week6,day6,Wed,备沥,乞老,备沥,TRUE,FALSE,TRUE,1,FALSE,FALSE,1,229.6,221.530594,127.717634,136.461773,299.333333,?,2.8,28.4,0,8,145.9999406
2008-02-08,Feb,week6,day8,Fri,备沥,备沥,乞老,TRUE,TRUE,TRUE,2,FALSE,FALSE,2,232.25,218.831116,141.429408,138.84633,299.333333,?,2.8,28.4,0,8,210.9999289
2008-02-09,Feb,week6,day9,Sat,乞老,备沥,乞老,TRUE,TRUE,TRUE,3,FALSE,FALSE,1,232.25,217.570632,193.607352,156.884747,232.333333,?,2.8,28.4,0,8,203.9999254
2008-02-10,Feb,week7,day10,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,4,FALSE,FALSE,3,234.888889,238.261053,201.401838,168.663561,237.333333,?,2.8,28.4,0,8,252.9999498
2008-02-11,Feb,week7,day11,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,4,94.25,75.974748,240.10046,189.74767,108,?,2.8,28.4,0,10,76.00005982
2008-02-12,Feb,week7,day12,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,-3,94,116.228107,117.025115,161.310753,122.5,?,2.8,28.4,0,10,93.99998073
2008-02-13,Feb,week7,day13,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,-1,110.5,163.005128,99.756279,144.483065,167,?,2.8,28.4,0,10,142.0000266
2008-02-14,Feb,week7,day14,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,3,118,171.201533,131.43907,143.862299,123.5,?,2.8,28.4,0,10,172.999976
2008-02-15,Feb,week7,day15,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,0,108,106.58775,162.609767,151.146724,149,?,2.8,28.4,0,10,137.9999586
2008-02-16,Feb,week7,day16,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,1,240.25,226.462894,144.152442,147.860043,237.333333,?,2.8,28.4,0,10,233.0000719
2008-02-17,Feb,week8,day17,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,2,233.222222,161.641326,210.788111,169.145032,249.666667,?,2.8,28.4,0,10,236.9999858
2008-02-18,Feb,week8,day18,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,4,91,87.531076,230.447028,186.108774,105.333333,?,2.8,28.4,0,9,104.0000738
2008-02-19,Feb,week8,day19,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,5,99,121.711361,135.611757,165.581581,127,?,2.8,28.4,0,9,108.9999662
2008-02-20,Feb,week8,day20,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,8,139.25,184.889161,115.652939,151.436185,139.333333,?,2.8,28.4,0,9,107.0000092
2008-02-21,Feb,week8,day21,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,10,134.5,126.380184,109.163235,140.327139,129.333333,?,2.8,28.4,0,9,86.99997725
2008-02-22,Feb,week8,day22,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,TRUE,TRUE,11,119.75,161.082615,92.540809,126.995354,147.333333,?,2.8,28.4,0,9,142.0000266
2008-02-23,Feb,week8,day23,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,1,239.75,286.584752,129.635202,130.746516,249.666667,?,2.8,28.4,0,9,221.0000219
2008-02-24,Feb,week9,day24,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,4,252.888889,272.924491,198.158801,153.309887,203,?,2.8,28.4,0,9,256.0000393
2008-02-25,Feb,week9,day25,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,TRUE,FALSE,3,90,93.903867,241.5397,178.982415,106,?,2.8,28.4,0,9,126.0000627
2008-02-26,Feb,week9,day26,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,1,120.25,160.514787,154.884925,165.736811,120.666667,?,2.8,28.4,0,9,136.0000016
2008-02-27,Feb,week9,day27,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,6,150.25,92.162202,140.721231,158.302609,108,?,2.8,28.4,0,9,124.9999301
2008-02-28,Feb,week9,day28,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,8,142.25,116.005812,128.930308,149.976956,126,?,2.8,28.4,0,9,111.0000772
2008-02-29,Feb,week9,day29,Fri,乞老,乞老,伙老例,FALSE,FALSE,TRUE,0,FALSE,TRUE,10,141.75,194.929298,115.482577,140.232717,130,?,2.8,28.4,0,9,117.9999266
2008-03-01,Mar,week9,day1,Sat,伙老例,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,8,273.333333,199.068251,117.370644,134.674538,266,?,3.3,26.7,0,9,240.0000754
2008-03-02,Mar,week10,day2,Sun,乞老,伙老例,乞老,TRUE,TRUE,FALSE,2,TRUE,TRUE,5,273.333333,201.756287,209.342661,161.005904,213.333333,?,3.3,26.7,0,9,250.9999928
2008-03-03,Mar,week10,day3,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,8,97.333333,134.507653,240.585665,183.504428,88.666667,?,3.3,26.7,0,9,119.0000592
2008-03-04,Mar,week10,day4,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,4,125.75,107.0353,149.396416,167.378321,81.5,?,3.3,26.7,0,9,87.99995574
2008-03-05,Mar,week10,day5,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,8,150,90.50625,103.349104,147.533741,94.333333,?,3.3,26.7,0,9,98.00004876
2008-03-06,Mar,week10,day6,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,TRUE,8,146,107.545826,99.337276,135.150305,89,?,3.3,26.7,0,9,76.00005982
2008-03-07,Mar,week10,day7,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,10,155,143.16727,81.834319,120.362729,93.666667,?,3.3,26.7,0,9,87.99995574
2008-03-08,Mar,week10,day8,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,11,271.666667,204.791169,86.45858,112.272047,213.333333,?,3.3,26.7,1,9,238.9999428
2008-03-09,Mar,week11,day9,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,TRUE,12,271.666667,208.983056,200.864645,143.954035,226.333333,?,3.3,26.7,6,9,258.9999748
2008-03-10,Mar,week11,day10,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,11,95.666667,74.486857,244.466161,172.715526,83,?,3.3,26.7,0,7,83.0000633
2008-03-11,Mar,week11,day11,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,16,123.5,74.389298,123.36654,150.286645,97.666667,?,3.3,26.7,0,7,86.99997725
2008-03-12,Mar,week11,day12,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,19,138.5,65.255863,96.091635,134.464984,105.666667,?,3.3,26.7,0,7,81.99993074
2008-03-13,Mar,week11,day13,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,TRUE,12,125.666667,62.062297,85.522909,121.348738,80,?,3.3,26.7,0,7,88.99993422
2008-03-14,Mar,week11,day14,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,14,157.5,76.430671,88.130727,113.261553,93,?,3.3,26.7,0,7,105.0000522
2008-03-15,Mar,week11,day15,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,14,268.111111,229.904855,100.782682,111.196165,226.333333,?,3.3,26.7,3,7,187.9999615
2008-03-16,Mar,week12,day16,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,TRUE,12,268.111111,231.268697,166.19567,130.397124,235.666667,?,3.3,26.7,4,7,250.0000143
2008-03-17,Mar,week12,day17,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,15,93,88.4659,229.048918,160.297843,86.666667,?,3.3,26.7,0,7,73.99994877
2008-03-18,Mar,week12,day18,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,19,115.25,65.327177,112.762229,138.723382,85,?,3.3,26.7,0,7,86.99997725
2008-03-19,Mar,week12,day19,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,17,117.75,114.251951,93.440557,125.792537,83,?,3.3,26.7,0,7,99.00002724
2008-03-20,Mar,week12,day20,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,18,107.333333,69.421208,97.610139,119.094402,89,?,3.3,26.7,0,7,85.00002028
2008-03-21,Mar,week12,day21,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,20,144.75,69.427741,88.152535,110.570802,97.333333,?,3.3,26.7,0,7,128.9999981
2008-03-22,Mar,week12,day22,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,TRUE,FALSE,17,270.777778,271.399393,118.788134,115.178101,235.666667,?,3.3,26.7,0,7,193.000008
2008-03-23,Mar,week13,day23,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,TRUE,FALSE,9,270.777778,276.408051,174.447033,134.633576,257.333333,?,3.3,26.7,0,7,276.0000713
2008-03-24,Mar,week13,day24,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,TRUE,TRUE,12,91.5,90.20147,250.611758,169.975182,85.333333,?,3.3,26.7,0,7,78.99999528
2008-03-25,Mar,week13,day25,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,FALSE,6,99.5,114.280989,121.90294,147.231387,84,?,3.3,26.7,0,7,87.99995574
2008-03-26,Mar,week13,day26,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,10,108.5,78.735186,96.475735,132.42354,93.666667,?,3.3,26.7,0,7,78.99999528
2008-03-27,Mar,week13,day27,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,10,86.666667,111.438079,83.368934,119.067655,94.333333,?,3.3,26.7,0,7,97.00007027
2008-03-28,Mar,week13,day28,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,13,129.75,118.60671,93.592233,113.550741,101.666667,?,3.3,26.7,0,7,93.99998073
2008-03-29,Mar,week13,day29,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,TRUE,FALSE,8,252,267.682162,93.898058,108.663056,257.333333,?,3.3,26.7,6,7,214.9999969
2008-03-30,Mar,week14,day30,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,TRUE,TRUE,10,252,271.156578,184.724515,135.247292,235,?,3.3,26.7,1,7,264.9999998
2008-03-31,Mar,week14,day31,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,12,86.75,117.034033,244.931129,167.685469,88.333333,?,3.3,26.7,0,7,87.99995574
2008-04-01,Apr,week14,day1,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,14,93.25,93.590879,127.232782,147.764102,90.666667,?,3.5,29.3,0,7,84.00004179
2008-04-02,Apr,week14,day2,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,TRUE,10,105.25,97.693378,94.808196,131.823076,91.333333,?,3.5,29.3,0,7,92.00002376
2008-04-03,Apr,week14,day3,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,13,91.5,101.918253,92.702049,121.867307,95.333333,?,3.5,29.3,0,7,70.00003483
2008-04-04,Apr,week14,day4,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,17,114.75,107.93157,75.675512,108.90048,95.666667,?,3.5,29.3,0,7,79.99997377
2008-04-05,Apr,week14,day5,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,TRUE,19,267,242.07101,78.918878,101.67536,235,?,3.5,29.3,2,7,199.000033
2008-04-06,Apr,week15,day6,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,TRUE,TRUE,23,267,241.594767,168.97972,126.00652,193,?,3.5,29.3,5,7,227.0000469
2008-04-07,Apr,week15,day7,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,TRUE,TRUE,19,90.25,75.128556,212.49493,151.25489,96,?,3.5,29.3,0,7,62.00005286
2008-04-08,Apr,week15,day8,Tue,乞老,乞老,急芭,FALSE,FALSE,FALSE,0,FALSE,TRUE,24,92.75,80.364632,99.623732,128.941168,156,?,3.5,29.3,0,7,90.00006679
2008-04-09,Apr,week15,day9,Wed,急芭,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,FALSE,17,102.5,87.35939,92.405933,119.205876,78.666667,?,3.5,29.3,0,7,246.9999248
2008-04-10,Apr,week15,day10,Thu,乞老,急芭,乞老,FALSE,FALSE,FALSE,0,TRUE,FALSE,22,94,79.193886,208.351483,151.154407,78,?,3.5,29.3,0,7,64.00000983
2008-04-11,Apr,week15,day11,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,TRUE,19,114.25,87.04914,100.087871,129.365805,97.333333,?,3.5,29.3,0,7,90.00006679
2008-04-12,Apr,week15,day12,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,TRUE,TRUE,18,272.875,210.644653,92.521968,119.524354,193,?,3.5,29.3,3,7,171.000019
2008-04-13,Apr,week16,day13,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,TRUE,TRUE,17,272.875,210.888848,151.380492,132.393265,213.333333,?,3.5,29.3,4,7,222.9999789
2008-04-14,Apr,week16,day14,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,20,89.25,57.972156,205.095123,155.044949,87.666667,?,3.5,29.3,0,7,62.00005286
2008-04-15,Apr,week16,day15,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,22,98.25,80.463203,97.773781,131.783712,85,?,3.5,29.3,0,7,81.99993074
2008-04-16,Apr,week16,day16,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,26,93.75,111.888328,85.943445,119.337784,86.333333,?,3.5,29.3,0,7,85.00002028
2008-04-17,Apr,week16,day17,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,FALSE,25,95.25,63.923089,85.235861,110.753338,87.333333,?,3.5,29.3,0,7,69.00005634
2008-04-18,Apr,week16,day18,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,25,117,88.101002,73.058965,100.315003,98.333333,?,3.5,29.3,0,7,93.99998073
2008-04-19,Apr,week16,day19,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,28,269.875,223.971212,88.764741,98.736253,213.333333,?,3.5,29.3,4,7,186.0000045
2008-04-20,Apr,week17,day20,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,FALSE,FALSE,26,269.875,222.711016,161.691185,120.552189,138.333333,?,3.5,29.3,3,7,205.000058
2008-04-21,Apr,week17,day21,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,24,89.75,73.657202,194.172796,141.664142,73.333333,?,3.5,29.3,0,7,85.99999876
2008-04-22,Apr,week17,day22,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,FALSE,20,93.75,75.527759,113.043199,127.748107,100,?,3.5,29.3,0,7,88.99993422
2008-04-23,Apr,week17,day23,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,TRUE,13,94.25,118.371702,95.0108,118.06108,93,?,3.5,29.3,0,7,106.0000307
2008-04-24,Apr,week17,day24,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,14,94,74.852514,103.2527,115.04581,81.333333,?,3.5,29.3,0,7,105.0000522
2008-04-25,Apr,week17,day25,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,TRUE,TRUE,19,108,95.638008,104.563175,112.534357,100.333333,?,3.5,29.3,0,7,124.9999301
2008-04-26,Apr,week17,day26,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,TRUE,TRUE,13,251.375,193.732894,119.890794,115.650768,138.333333,?,3.5,29.3,5,7,257.0000178
2008-04-27,Apr,week18,day27,Sun,乞老,乞老,乞老,TRUE,TRUE,FALSE,2,TRUE,TRUE,15,251.375,197.452406,222.722698,150.988076,231,?,3.5,29.3,2,7,257.9999963
2008-04-28,Apr,week18,day28,Mon,乞老,乞老,乞老,FALSE,TRUE,FALSE,0,FALSE,TRUE,20,80.5,60.995227,249.180675,177.741057,86,?,3.5,29.3,0,8,78.99999528
2008-04-29,Apr,week18,day29,Tue,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,21,96.5,95.312407,121.545169,153.055793,78,?,3.5,29.3,0,8,95.9999377
2008-04-30,Apr,week18,day30,Wed,乞老,乞老,辟肺磊狼朝,FALSE,FALSE,TRUE,0,FALSE,TRUE,24,90.5,136.974898,102.386292,138.791845,85,?,3.5,29.3,0,8,92.00002376
2008-05-01,May,week18,day1,Thu,辟肺磊狼朝,乞老,乞老,TRUE,FALSE,FALSE,1,FALSE,FALSE,25,216,176.422715,94.596573,127.093883,185.333333,?,3.9,29.6,0,8,160.999926
2008-05-02,May,week18,day2,Fri,乞老,辟肺磊狼朝,乞老,FALSE,TRUE,TRUE,0,FALSE,TRUE,27,112.25,113.027243,144.399143,135.570413,112.666667,?,3.9,29.6,0,8,104.0000738
2008-05-03,May,week18,day3,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,28,207.666667,180.694217,114.099786,127.677809,231,?,3.9,29.6,2,8,192.0000295
2008-05-04,May,week19,day4,Sun,乞老,乞老,绢赴捞朝,TRUE,TRUE,TRUE,2,TRUE,TRUE,22,207.666667,185.047819,172.524947,143.758357,242,?,3.9,29.6,1,8,263.0000428
2008-05-05,May,week19,day5,Mon,绢赴捞朝,乞老,乞老,TRUE,TRUE,FALSE,3,TRUE,FALSE,21,229.3,478.031645,240.381237,173.568768,400.333333,?,3.9,29.6,4,8,409.9999619
2008-05-06,May,week19,day6,Tue,乞老,绢赴捞朝,乞老,FALSE,TRUE,FALSE,0,FALSE,FALSE,23,99,93.021096,367.595309,232.676576,100.333333,?,3.9,29.6,0,8,76.00005982
2008-05-07,May,week19,day7,Wed,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,TRUE,FALSE,19,90,120.937287,148.898827,193.507432,106.666667,?,3.9,29.6,0,8,85.99999876
2008-05-08,May,week19,day8,Thu,乞老,乞老,乞老,FALSE,FALSE,FALSE,0,FALSE,TRUE,25,89.5,110.816996,101.724707,166.630574,114,?,3.9,29.6,0,8,114.0000127
2008-05-09,May,week19,day9,Fri,乞老,乞老,乞老,FALSE,FALSE,TRUE,0,FALSE,FALSE,23,122,132.673277,110.931177,153.47293,115,?,3.9,29.6,0,8,97.00007027
2008-05-10,May,week19,day10,Sat,乞老,乞老,乞老,TRUE,FALSE,TRUE,1,FALSE,FALSE,21,229,301.255532,100.482794,139.354698,242,?,3.9,29.6,3,8,214.0000184
2008-05-11,May,week20,day11,Sun,乞老,乞老,籍啊藕脚老,TRUE,TRUE,TRUE,2,FALSE,FALSE,22,229,302.678787,185.620699,158.016023,217.666667,?,3.9,29.6,4,8,243.9999893
